period,category_id,category_name,ratio,data_source
2025-12-03,50000193,마스크/팩,98.3155,DEMO_SIMULATION
2025-12-04,50000193,마스크/팩,94.4984,DEMO_SIMULATION
2025-12-05,50000193,마스크/팩,92.6063,DEMO_SIMULATION
2025-12-06,50000193,마스크/팩,96.3284,DEMO_SIMULATION
2025-12-07,50000193,마스크/팩,97.5132,DEMO_SIMULATION
2025-12-08,50000193,마스크/팩,87.142,DEMO_SIMULATION
2025-12-09,50000193,마스크/팩,79.5427,DEMO_SIMULATION
2025-12-10,50000193,마스크/팩,77.506,DEMO_SIMULATION
2025-12-11,50000193,마스크/팩,79.0875,DEMO_SIMULATION
2025-12-12,50000193,마스크/팩,80.2654,DEMO_SIMULATION
2025-12-13,50000193,마스크/팩,75.968,DEMO_SIMULATION
2025-12-14,50000193,마스크/팩,84.9068,DEMO_SIMULATION
2025-12-15,50000193,마스크/팩,86.3462,DEMO_SIMULATION
2025-12-16,50000193,마스크/팩,74.3705,DEMO_SIMULATION
2025-12-17,50000193,마스크/팩,81.4124,DEMO_SIMULATION
2025-12-18,50000193,마스크/팩,76.1315,DEMO_SIMULATION
2025-12-19,50000193,마스크/팩,72.4564,DEMO_SIMULATION
2025-12-20,50000193,마스크/팩,72.7368,DEMO_SIMULATION
2025-12-21,50000193,마스크/팩,85.7446,DEMO_SIMULATION
2025-12-22,50000193,마스크/팩,81.9179,DEMO_SIMULATION
2025-12-23,50000193,마스크/팩,76.1919,DEMO_SIMULATION
2025-12-24,50000193,마스크/팩,76.7987,DEMO_SIMULATION
2025-12-25,50000193,마스크/팩,74.1737,DEMO_SIMULATION
2025-12-26,50000193,마스크/팩,72.4654,DEMO_SIMULATION
2025-12-27,50000193,마스크/팩,75.931,DEMO_SIMULATION
2025-12-28,50000193,마스크/팩,86.7241,DEMO_SIMULATION
2025-12-29,50000193,마스크/팩,82.6357,DEMO_SIMULATION
2025-12-30,50000193,마스크/팩,73.3555,DEMO_SIMULATION
2025-12-31,50000193,마스크/팩,77.0962,DEMO_SIMULATION
2026-01-01,50000193,마스크/팩,75.0492,DEMO_SIMULATION
2026-01-02,50000193,마스크/팩,74.4069,DEMO_SIMULATION
2026-01-03,50000193,마스크/팩,74.5358,DEMO_SIMULATION
2026-01-04,50000193,마스크/팩,83.8937,DEMO_SIMULATION
2026-01-05,50000193,마스크/팩,80.631,DEMO_SIMULATION
2026-01-06,50000193,마스크/팩,75.2565,DEMO_SIMULATION
2026-01-07,50000193,마스크/팩,70.3128,DEMO_SIMULATION
2026-01-08,50000193,마스크/팩,72.1806,DEMO_SIMULATION
2026-01-09,50000193,마스크/팩,74.2251,DEMO_SIMULATION
2026-01-10,50000193,마스크/팩,75.4657,DEMO_SIMULATION
2026-01-11,50000193,마스크/팩,79.0291,DEMO_SIMULATION
2026-01-12,50000193,마스크/팩,83.9137,DEMO_SIMULATION
2026-01-13,50000193,마스크/팩,68.5713,DEMO_SIMULATION
2026-01-14,50000193,마스크/팩,68.7871,DEMO_SIMULATION
2026-01-15,50000193,마스크/팩,68.762,DEMO_SIMULATION
2026-01-16,50000193,마스크/팩,75.8911,DEMO_SIMULATION
2026-01-17,50000193,마스크/팩,72.103,DEMO_SIMULATION
2026-01-18,50000193,마스크/팩,76.3234,DEMO_SIMULATION
2026-01-19,50000193,마스크/팩,84.4528,DEMO_SIMULATION
2026-01-20,50000193,마스크/팩,75.3013,DEMO_SIMULATION
2026-01-21,50000193,마스크/팩,69.1775,DEMO_SIMULATION
2026-01-22,50000193,마스크/팩,74.3185,DEMO_SIMULATION
2026-01-23,50000193,마스크/팩,71.5593,DEMO_SIMULATION
2026-01-24,50000193,마스크/팩,76.0558,DEMO_SIMULATION
2026-01-25,50000193,마스크/팩,79.4684,DEMO_SIMULATION
2026-01-26,50000193,마스크/팩,84.6239,DEMO_SIMULATION
2026-01-27,50000193,마스크/팩,75.8084,DEMO_SIMULATION
2026-01-28,50000193,마스크/팩,74.663,DEMO_SIMULATION
2026-01-29,50000193,마스크/팩,69.1487,DEMO_SIMULATION
2026-01-30,50000193,마스크/팩,76.5248,DEMO_SIMULATION
2026-01-31,50000193,마스크/팩,70.5584,DEMO_SIMULATION
2026-02-01,50000193,마스크/팩,69.5824,DEMO_SIMULATION
2026-02-02,50000193,마스크/팩,72.5366,DEMO_SIMULATION
2026-02-03,50000193,마스크/팩,67.1641,DEMO_SIMULATION
2026-02-04,50000193,마스크/팩,60.819,DEMO_SIMULATION
2026-02-05,50000193,마스크/팩,64.1348,DEMO_SIMULATION
2026-02-06,50000193,마스크/팩,64.7131,DEMO_SIMULATION
2026-02-07,50000193,마스크/팩,62.3237,DEMO_SIMULATION
2026-02-08,50000193,마스크/팩,71.3335,DEMO_SIMULATION
2026-02-09,50000193,마스크/팩,71.232,DEMO_SIMULATION
2026-02-10,50000193,마스크/팩,62.301,DEMO_SIMULATION
2026-02-11,50000193,마스크/팩,63.2716,DEMO_SIMULATION
2026-02-12,50000193,마스크/팩,61.049,DEMO_SIMULATION
2026-02-13,50000193,마스크/팩,62.2651,DEMO_SIMULATION
2026-02-14,50000193,마스크/팩,61.743,DEMO_SIMULATION
2026-02-15,50000193,마스크/팩,70.7385,DEMO_SIMULATION
2026-02-16,50000193,마스크/팩,65.669,DEMO_SIMULATION
2026-02-17,50000193,마스크/팩,66.2435,DEMO_SIMULATION
2026-02-18,50000193,마스크/팩,59.9339,DEMO_SIMULATION
2026-02-19,50000193,마스크/팩,65.792,DEMO_SIMULATION
2026-02-20,50000193,마스크/팩,61.8337,DEMO_SIMULATION
2026-02-21,50000193,마스크/팩,62.1412,DEMO_SIMULATION
2026-02-22,50000193,마스크/팩,68.2742,DEMO_SIMULATION
2026-02-23,50000193,마스크/팩,67.8866,DEMO_SIMULATION
2026-02-24,50000193,마스크/팩,58.4982,DEMO_SIMULATION
2026-02-25,50000193,마스크/팩,61.6995,DEMO_SIMULATION
2026-02-26,50000193,마스크/팩,61.4079,DEMO_SIMULATION
2026-02-27,50000193,마스크/팩,60.7343,DEMO_SIMULATION
2026-02-28,50000193,마스크/팩,64.0527,DEMO_SIMULATION
2026-03-01,50000193,마스크/팩,73.0741,DEMO_SIMULATION
2026-03-02,50000193,마스크/팩,73.3374,DEMO_SIMULATION
2026-03-03,50000193,마스크/팩,69.703,DEMO_SIMULATION
2026-03-04,50000193,마스크/팩,69.2281,DEMO_SIMULATION
2026-03-05,50000193,마스크/팩,66.6978,DEMO_SIMULATION
2026-03-06,50000193,마스크/팩,69.2774,DEMO_SIMULATION
2026-03-07,50000193,마스크/팩,68.8315,DEMO_SIMULATION
2026-03-08,50000193,마스크/팩,57.7435,DEMO_SIMULATION
2026-03-09,50000193,마스크/팩,55.2867,DEMO_SIMULATION
2026-03-10,50000193,마스크/팩,48.7778,DEMO_SIMULATION
2026-03-11,50000193,마스크/팩,43.4573,DEMO_SIMULATION
2026-03-12,50000193,마스크/팩,46.5359,DEMO_SIMULATION
2026-03-13,50000193,마스크/팩,50.9341,DEMO_SIMULATION
2026-03-14,50000193,마스크/팩,45.6108,DEMO_SIMULATION
2026-03-15,50000193,마스크/팩,57.1525,DEMO_SIMULATION
2026-03-16,50000193,마스크/팩,58.7484,DEMO_SIMULATION
2026-03-17,50000193,마스크/팩,48.0958,DEMO_SIMULATION
2026-03-18,50000193,마스크/팩,44.0593,DEMO_SIMULATION
2026-03-19,50000193,마스크/팩,47.6161,DEMO_SIMULATION
2026-03-20,50000193,마스크/팩,47.2916,DEMO_SIMULATION
2026-03-21,50000193,마스크/팩,47.1343,DEMO_SIMULATION
2026-03-22,50000193,마스크/팩,53.4832,DEMO_SIMULATION
2026-03-23,50000193,마스크/팩,51.4353,DEMO_SIMULATION
2026-03-24,50000193,마스크/팩,45.0967,DEMO_SIMULATION
2026-03-25,50000193,마스크/팩,45.9229,DEMO_SIMULATION
2026-03-26,50000193,마스크/팩,43.4162,DEMO_SIMULATION
2026-03-27,50000193,마스크/팩,49.1908,DEMO_SIMULATION
2026-03-28,50000193,마스크/팩,44.343,DEMO_SIMULATION
2026-03-29,50000193,마스크/팩,50.8232,DEMO_SIMULATION
2026-03-30,50000193,마스크/팩,58.488,DEMO_SIMULATION
2026-03-31,50000193,마스크/팩,47.2781,DEMO_SIMULATION
2026-04-01,50000193,마스크/팩,34.8678,DEMO_SIMULATION
2026-04-02,50000193,마스크/팩,37.8972,DEMO_SIMULATION
2026-04-03,50000193,마스크/팩,29.8101,DEMO_SIMULATION
2026-04-04,50000193,마스크/팩,36.6547,DEMO_SIMULATION
2026-04-05,50000193,마스크/팩,44.2017,DEMO_SIMULATION
2026-04-06,50000193,마스크/팩,42.0399,DEMO_SIMULATION
2026-04-07,50000193,마스크/팩,36.6095,DEMO_SIMULATION
2026-04-08,50000193,마스크/팩,31.0666,DEMO_SIMULATION
2026-04-09,50000193,마스크/팩,35.6763,DEMO_SIMULATION
2026-04-10,50000193,마스크/팩,32.4441,DEMO_SIMULATION
2026-04-11,50000193,마스크/팩,34.2044,DEMO_SIMULATION
2026-04-12,50000193,마스크/팩,39.6755,DEMO_SIMULATION
2026-04-13,50000193,마스크/팩,43.212,DEMO_SIMULATION
2026-04-14,50000193,마스크/팩,38.3916,DEMO_SIMULATION
2026-04-15,50000193,마스크/팩,29.0056,DEMO_SIMULATION
2026-04-16,50000193,마스크/팩,29.5345,DEMO_SIMULATION
2026-04-17,50000193,마스크/팩,35.8563,DEMO_SIMULATION
2026-04-18,50000193,마스크/팩,30.3713,DEMO_SIMULATION
2026-04-19,50000193,마스크/팩,38.7878,DEMO_SIMULATION
2026-04-20,50000193,마스크/팩,40.8181,DEMO_SIMULATION
2026-04-21,50000193,마스크/팩,30.9075,DEMO_SIMULATION
2026-04-22,50000193,마스크/팩,33.851,DEMO_SIMULATION
2026-04-23,50000193,마스크/팩,32.2575,DEMO_SIMULATION
2026-04-24,50000193,마스크/팩,36.9786,DEMO_SIMULATION
2026-04-25,50000193,마스크/팩,33.6476,DEMO_SIMULATION
2026-04-26,50000193,마스크/팩,36.5946,DEMO_SIMULATION
2026-04-27,50000193,마스크/팩,40.6256,DEMO_SIMULATION
2026-04-28,50000193,마스크/팩,30.0828,DEMO_SIMULATION
2026-04-29,50000193,마스크/팩,31.5822,DEMO_SIMULATION
2026-04-30,50000193,마스크/팩,36.7427,DEMO_SIMULATION
2026-05-01,50000193,마스크/팩,18.3291,DEMO_SIMULATION
2026-05-02,50000193,마스크/팩,27.6276,DEMO_SIMULATION
2026-05-03,50000193,마스크/팩,33.2467,DEMO_SIMULATION
2026-05-04,50000193,마스크/팩,33.7271,DEMO_SIMULATION
2026-05-05,50000193,마스크/팩,25.8592,DEMO_SIMULATION
2026-05-06,50000193,마스크/팩,23.328,DEMO_SIMULATION
2026-05-07,50000193,마스크/팩,18.8776,DEMO_SIMULATION
2026-05-08,50000193,마스크/팩,25.6145,DEMO_SIMULATION
2026-05-09,50000193,마스크/팩,19.0954,DEMO_SIMULATION
2026-05-10,50000193,마스크/팩,29.0005,DEMO_SIMULATION
2026-05-11,50000193,마스크/팩,33.2769,DEMO_SIMULATION
2026-05-12,50000193,마스크/팩,24.9664,DEMO_SIMULATION
2026-05-13,50000193,마스크/팩,26.0587,DEMO_SIMULATION
2026-05-14,50000193,마스크/팩,25.6957,DEMO_SIMULATION
2026-05-15,50000193,마스크/팩,25.1877,DEMO_SIMULATION
2026-05-16,50000193,마스크/팩,22.1231,DEMO_SIMULATION
2026-05-17,50000193,마스크/팩,34.4266,DEMO_SIMULATION
2026-05-18,50000193,마스크/팩,26.508,DEMO_SIMULATION
2026-05-19,50000193,마스크/팩,24.4034,DEMO_SIMULATION
2026-05-20,50000193,마스크/팩,22.7658,DEMO_SIMULATION
2026-05-21,50000193,마스크/팩,24.1161,DEMO_SIMULATION
2026-05-22,50000193,마스크/팩,22.2159,DEMO_SIMULATION
2026-05-23,50000193,마스크/팩,19.745,DEMO_SIMULATION
2026-05-24,50000193,마스크/팩,31.1151,DEMO_SIMULATION
2026-05-25,50000193,마스크/팩,31.2684,DEMO_SIMULATION
2026-05-26,50000193,마스크/팩,21.8381,DEMO_SIMULATION
2026-05-27,50000193,마스크/팩,25.4106,DEMO_SIMULATION
2026-05-28,50000193,마스크/팩,21.493,DEMO_SIMULATION
2026-05-29,50000193,마스크/팩,24.0863,DEMO_SIMULATION
2026-05-30,50000193,마스크/팩,19.6152,DEMO_SIMULATION
2026-05-31,50000193,마스크/팩,26.5829,DEMO_SIMULATION
2026-06-01,50000193,마스크/팩,48.7294,DEMO_SIMULATION
2026-06-02,50000193,마스크/팩,33.3859,DEMO_SIMULATION
2026-06-03,50000193,마스크/팩,34.4769,DEMO_SIMULATION
2026-06-04,50000193,마스크/팩,35.4053,DEMO_SIMULATION
2026-06-05,50000193,마스크/팩,38.2486,DEMO_SIMULATION
2026-06-06,50000193,마스크/팩,41.9856,DEMO_SIMULATION
2026-06-07,50000193,마스크/팩,45.4414,DEMO_SIMULATION
2026-06-08,50000193,마스크/팩,23.8634,DEMO_SIMULATION
2026-06-09,50000193,마스크/팩,21.5885,DEMO_SIMULATION
2026-06-10,50000193,마스크/팩,15.9498,DEMO_SIMULATION
2026-06-11,50000193,마스크/팩,20.1904,DEMO_SIMULATION
2026-06-12,50000193,마스크/팩,21.9648,DEMO_SIMULATION
2026-06-13,50000193,마스크/팩,15.2206,DEMO_SIMULATION
2026-06-14,50000193,마스크/팩,22.6718,DEMO_SIMULATION
2026-06-15,50000193,마스크/팩,27.9439,DEMO_SIMULATION
2026-06-16,50000193,마스크/팩,21.6503,DEMO_SIMULATION
2026-06-17,50000193,마스크/팩,22.1482,DEMO_SIMULATION
2026-06-18,50000193,마스크/팩,17.2767,DEMO_SIMULATION
2026-06-19,50000193,마스크/팩,14.6659,DEMO_SIMULATION
2026-06-20,50000193,마스크/팩,18.7614,DEMO_SIMULATION
2026-06-21,50000193,마스크/팩,25.3928,DEMO_SIMULATION
2026-06-22,50000193,마스크/팩,30.8713,DEMO_SIMULATION
2026-06-23,50000193,마스크/팩,19.8176,DEMO_SIMULATION
2026-06-24,50000193,마스크/팩,23.3165,DEMO_SIMULATION
2026-06-25,50000193,마스크/팩,22.5186,DEMO_SIMULATION
2026-06-26,50000193,마스크/팩,14.4798,DEMO_SIMULATION
2026-06-27,50000193,마스크/팩,16.9014,DEMO_SIMULATION
2026-06-28,50000193,마스크/팩,22.5721,DEMO_SIMULATION
2026-06-29,50000193,마스크/팩,25.844,DEMO_SIMULATION
2026-06-30,50000193,마스크/팩,22.8333,DEMO_SIMULATION
2026-07-01,50000193,마스크/팩,23.3212,DEMO_SIMULATION
2026-07-02,50000193,마스크/팩,18.5871,DEMO_SIMULATION
2026-07-03,50000193,마스크/팩,26.7707,DEMO_SIMULATION
2026-07-04,50000193,마스크/팩,25.8609,DEMO_SIMULATION
2026-07-05,50000193,마스크/팩,34.0427,DEMO_SIMULATION
2026-07-06,50000193,마스크/팩,30.1666,DEMO_SIMULATION
2026-07-07,50000193,마스크/팩,20.3459,DEMO_SIMULATION
2026-07-08,50000193,마스크/팩,20.5583,DEMO_SIMULATION
2026-07-09,50000193,마스크/팩,21.4942,DEMO_SIMULATION
2026-07-10,50000193,마스크/팩,19.9505,DEMO_SIMULATION
2026-07-11,50000193,마스크/팩,25.4418,DEMO_SIMULATION
2026-07-12,50000193,마스크/팩,30.3155,DEMO_SIMULATION
2026-07-13,50000193,마스크/팩,26.2053,DEMO_SIMULATION
2026-07-14,50000193,마스크/팩,20.5124,DEMO_SIMULATION
2026-07-15,50000193,마스크/팩,26.2682,DEMO_SIMULATION
2026-07-16,50000193,마스크/팩,25.6933,DEMO_SIMULATION
2026-07-17,50000193,마스크/팩,27.2248,DEMO_SIMULATION
2026-07-18,50000193,마스크/팩,18.6103,DEMO_SIMULATION
2026-07-19,50000193,마스크/팩,30.8662,DEMO_SIMULATION
2026-07-20,50000193,마스크/팩,35.0571,DEMO_SIMULATION
2026-07-21,50000193,마스크/팩,23.9092,DEMO_SIMULATION
2026-07-22,50000193,마스크/팩,27.6377,DEMO_SIMULATION
2026-07-23,50000193,마스크/팩,27.1507,DEMO_SIMULATION
2026-07-24,50000193,마스크/팩,18.7606,DEMO_SIMULATION
2026-07-25,50000193,마스크/팩,21.1062,DEMO_SIMULATION
2026-07-26,50000193,마스크/팩,26.9967,DEMO_SIMULATION
2026-07-27,50000193,마스크/팩,26.5517,DEMO_SIMULATION
2026-07-28,50000193,마스크/팩,26.0338,DEMO_SIMULATION
2026-07-29,50000193,마스크/팩,27.73,DEMO_SIMULATION
2026-07-30,50000193,마스크/팩,19.1537,DEMO_SIMULATION
2026-07-31,50000193,마스크/팩,20.9847,DEMO_SIMULATION
2026-08-01,50000193,마스크/팩,33.7389,DEMO_SIMULATION
2026-08-02,50000193,마스크/팩,42.4155,DEMO_SIMULATION
2026-08-03,50000193,마스크/팩,42.4904,DEMO_SIMULATION
2026-08-04,50000193,마스크/팩,38.3444,DEMO_SIMULATION
2026-08-05,50000193,마스크/팩,35.1761,DEMO_SIMULATION
2026-08-06,50000193,마스크/팩,38.4627,DEMO_SIMULATION
2026-08-07,50000193,마스크/팩,29.2703,DEMO_SIMULATION
2026-08-08,50000193,마스크/팩,37.5337,DEMO_SIMULATION
2026-08-09,50000193,마스크/팩,41.7118,DEMO_SIMULATION
2026-08-10,50000193,마스크/팩,40.2816,DEMO_SIMULATION
2026-08-11,50000193,마스크/팩,37.4879,DEMO_SIMULATION
2026-08-12,50000193,마스크/팩,37.3504,DEMO_SIMULATION
2026-08-13,50000193,마스크/팩,35.3337,DEMO_SIMULATION
2026-08-14,50000193,마스크/팩,31.4442,DEMO_SIMULATION
2026-08-15,50000193,마스크/팩,31.5213,DEMO_SIMULATION
2026-08-16,50000193,마스크/팩,42.8978,DEMO_SIMULATION
2026-08-17,50000193,마스크/팩,45.1643,DEMO_SIMULATION
2026-08-18,50000193,마스크/팩,29.3619,DEMO_SIMULATION
2026-08-19,50000193,마스크/팩,36.6659,DEMO_SIMULATION
2026-08-20,50000193,마스크/팩,32.5721,DEMO_SIMULATION
2026-08-21,50000193,마스크/팩,38.1733,DEMO_SIMULATION
2026-08-22,50000193,마스크/팩,34.9695,DEMO_SIMULATION
2026-08-23,50000193,마스크/팩,45.5839,DEMO_SIMULATION
2026-08-24,50000193,마스크/팩,40.8605,DEMO_SIMULATION
2026-08-25,50000193,마스크/팩,36.3576,DEMO_SIMULATION
2026-08-26,50000193,마스크/팩,31.0274,DEMO_SIMULATION
2026-08-27,50000193,마스크/팩,33.7346,DEMO_SIMULATION
2026-08-28,50000193,마스크/팩,37.6741,DEMO_SIMULATION
2026-08-29,50000193,마스크/팩,31.2895,DEMO_SIMULATION
2026-08-30,50000193,마스크/팩,41.1729,DEMO_SIMULATION
2026-08-31,50000193,마스크/팩,42.7125,DEMO_SIMULATION
2026-09-01,50000193,마스크/팩,70.5051,DEMO_SIMULATION
2026-09-02,50000193,마스크/팩,70.5764,DEMO_SIMULATION
2026-09-03,50000193,마스크/팩,69.5274,DEMO_SIMULATION
2026-09-04,50000193,마스크/팩,69.4777,DEMO_SIMULATION
2026-09-05,50000193,마스크/팩,62.4785,DEMO_SIMULATION
2026-09-06,50000193,마스크/팩,72.3103,DEMO_SIMULATION
2026-09-07,50000193,마스크/팩,69.2721,DEMO_SIMULATION
2026-09-08,50000193,마스크/팩,52.7535,DEMO_SIMULATION
2025-09-09,50000197,바디케어,26.1316,DEMO_SIMULATION
2025-09-10,50000197,바디케어,29.3818,DEMO_SIMULATION
2025-09-11,50000197,바디케어,27.2246,DEMO_SIMULATION
2025-09-12,50000197,바디케어,33.4194,DEMO_SIMULATION
2025-09-13,50000197,바디케어,25.6824,DEMO_SIMULATION
2025-09-14,50000197,바디케어,38.2546,DEMO_SIMULATION
2025-09-15,50000197,바디케어,39.1943,DEMO_SIMULATION
2025-09-16,50000197,바디케어,34.0726,DEMO_SIMULATION
2025-09-17,50000197,바디케어,25.5333,DEMO_SIMULATION
2025-09-18,50000197,바디케어,25.8227,DEMO_SIMULATION
2025-09-19,50000197,바디케어,26.7146,DEMO_SIMULATION
2025-09-20,50000197,바디케어,27.0825,DEMO_SIMULATION
2025-09-21,50000197,바디케어,40.3488,DEMO_SIMULATION
2025-09-22,50000197,바디케어,37.0701,DEMO_SIMULATION
2025-09-23,50000197,바디케어,31.4507,DEMO_SIMULATION
2025-09-24,50000197,바디케어,29.4297,DEMO_SIMULATION
2025-09-25,50000197,바디케어,32.5247,DEMO_SIMULATION
2025-09-26,50000197,바디케어,25.9658,DEMO_SIMULATION
2025-09-27,50000197,바디케어,27.759,DEMO_SIMULATION
2025-09-28,50000197,바디케어,39.9006,DEMO_SIMULATION
2025-09-29,50000197,바디케어,34.8931,DEMO_SIMULATION
2025-09-30,50000197,바디케어,31.044,DEMO_SIMULATION
2025-10-01,50000197,바디케어,51.5501,DEMO_SIMULATION
2025-10-02,50000197,바디케어,42.5267,DEMO_SIMULATION
2025-10-03,50000197,바디케어,48.937,DEMO_SIMULATION
2025-10-04,50000197,바디케어,49.9654,DEMO_SIMULATION
2025-10-05,50000197,바디케어,49.9065,DEMO_SIMULATION
2025-10-06,50000197,바디케어,52.5575,DEMO_SIMULATION
2025-10-07,50000197,바디케어,44.5276,DEMO_SIMULATION
2025-10-08,50000197,바디케어,51.138,DEMO_SIMULATION
2025-10-09,50000197,바디케어,46.3382,DEMO_SIMULATION
2025-10-10,50000197,바디케어,43.3546,DEMO_SIMULATION
2025-10-11,50000197,바디케어,49.0857,DEMO_SIMULATION
2025-10-12,50000197,바디케어,58.037,DEMO_SIMULATION
2025-10-13,50000197,바디케어,51.745,DEMO_SIMULATION
2025-10-14,50000197,바디케어,42.4858,DEMO_SIMULATION
2025-10-15,50000197,바디케어,47.0738,DEMO_SIMULATION
